,word,points,word_length
42081,ELEOPTENE,62,9
30379,ELEVATION,86,9
44354,ELEVATOR,61,8
59826,ELEVEN,18,6
7776,ELF,27,3
17163,ELF,18,3
21665,ELF,30,3
23086,ELF,26,3
31580,ELF,36,3
34342,ELF,15,3
35596,ELF,15,3
44938,ELF,10,3
48068,ELF,7,3
53772,ELF,18,3
59005,ELF,23,3
48544,ELFED,32,5
53593,ELFIN,19,5
43731,ELFING,44,6
48325,ELFS,35,4
14874,ELHI,33,4
17945,ELHI,32,4
28028,ELICHE,24,6
39316,ELIDE,24,5
16132,ELIDED,33,6
36036,ELIDED,32,6
42022,ELINT,18,5
50769,ELISION,89,7
37637,ELITE,24,5
39017,ELITE,25,5
51658,ELITISMS,70,8
26683,ELITIST,76,7
12929,ELIXIR,42,6
30037,ELIXIR,42,6
13315,ELIXIRS,68,7
24440,ELL,22,3
53704,ELL,32,3
49701,ELLIPSE,80,7
2355,ELM,26,3
8173,ELM,28,3
25682,ELM,23,3
645,ELMEN,27,5
55559,ELMIEST,77,7
18779,ELOCUTE,66,7
13254,ELOCUTES,61,8
29679,ELOCUTES,89,8
16063,ELOCUTION,78,9
34045,ELODEA,34,6
42710,ELODEAS,71,7
56622,ELOGE,16,5
8199,ELOGIES,77,7
44698,ELOGIES,27,7
31895,ELOGIUM,76,7
37066,ELOGIUMS,68,8
44225,ELOGY,32,5
39,ELOIGNED,65,8
18522,ELOIGNER,83,8
29380,ELOIGNER,68,8
15716,ELOIN,15,5
17520,ELOINED,67,7
26198,ELOINED,68,7
12104,ELOINER,66,7
19893,ELOINER,83,7
22243,ELOINER,79,7
15712,ELONGATE,14,8
53708,ELONGATE,70,8
6568,ELOPE,7,5
9335,ELOPE,30,5
45258,ELOPS,34,5
44001,ELOQUENT,118,8
21889,ELS,15,3
29110,ELS,18,3
59258,ELS,28,3
5653,ELSE,24,4
27435,ELSE,24,4
31743,ELSE,44,4
34678,ELSE,44,4
782,ELT,32,3
1944,ELT,19,3
11592,ELTCHIS,104,7
8477,ELUANTS,69,7
52972,ELUATE,25,6
1516,ELUDED,24,6
15042,ELUENTS,73,7
46851,ELUSION,88,7
40540,ELUTORS,76,7
16818,ELUVIA,22,6
11462,ELUVIUM,74,7
43285,ELVISH,28,6
3911,ELYTRA,44,6
22562,ELYTRA,18,6
32954,ELYTROID,90,8
18792,ELYTROUS,72,8
7700,EM,14,2
12595,EM,27,2
40809,EM,22,2
50945,EM,22,2
52283,EM,18,2
60494,EM,26,2
6080,EMACIATE,86,8
28007,EMAILER,36,7
36903,EMANATED,65,8
2378,EMANATOR,92,8
3579,EMBAILED,98,8
30000,EMBED,42,5
54010,EMBED,18,5
44958,EMBEDS,55,6
29058,EMBOG,37,5
337,EMBOGS,42,6
32999,EMBOLISE,98,8
52027,EMBOST,18,6
59604,EMBOW,45,5
41012,EMBOX,32,5
14858,EMBREADS,88,8
19133,EMBROWN,77,7
28826,EMCEE,20,5
57779,EMCEE,30,5
20552,EMDASH,52,6
23008,EME,25,3
48294,EME,25,3
51498,EME,21,3
23960,EMEER,25,5
40130,EMEND,34,5
48822,EMEND,26,5
39236,EMENDATE,72,8
58015,EMENDERS,89,8
13915,EMENDING,86,8
32319,EMERGED,72,7
42874,EMERIED,75,7
52064,EMERIES,70,7
31164,EMERITA,82,7
39927,EMERITI,36,7
32787,EMEROID,83,7
25243,EMERSION,74,8
14043,EMERY,49,5
36763,EMERY,66,5
47538,EMETICS,75,7
3124,EMEU,20,4
14672,EMEU,18,4
17925,EMEU,28,4
42837,EMEU,7,4
56166,EMEU,21,4
58603,EMEU,25,4
58776,EMEU,27,4
54777,EMEUS,33,5
16781,EMEUTE,22,6
43587,EMEUTE,18,6
3963,EMIC,28,4
12718,EMIC,18,4
16295,EMIC,37,4
47237,EMIC,27,4
32842,EMICATE,78,7
8551,EMICTION,82,8
29394,EMIGRANT,149,8
16898,EMIGRATE,65,8
18018,EMIGRATE,89,8
15839,EMIGRES,75,7
4366,EMIR,26,4
5561,EMIR,12,4
56449,EMIRATE,77,7
35610,EMISSILE,72,8
19875,EMIT,26,4
26976,EMMA,46,4
40063,EMMOVE,34,6
5997,EMO,20,3
6322,EMO,18,3
9194,EMO,19,3
10441,EMO,26,3
27762,EMO,29,3
34029,EMO,25,3
37006,EMO,13,3
42017,EMO,27,3
48548,EMO,24,3
49285,EMO,36,3
43657,EMOCORE,30,7
52354,EMODIN,30,6
14302,EMOJI,42,5
17806,EMOJI,81,5
19975,EMOJI,63,5
53455,EMOJI,30,5
58740,EMOJI,42,5
40550,EMONG,20,5
45140,EMONGES,74,7
4106,EMONGEST,74,8
57571,EMOTE,27,5
6360,EMOTICON,86,8
46540,EMOTION,74,7
58572,EMOTION,64,7
24229,EMOTIVE,70,7
4228,EMOVE,39,5
13724,EMOVE,30,5
33479,EMOVE,29,5
37369,EMOVED,48,6
824,EMPAIRES,65,8
53561,EMPALE,36,6
50221,EMPALING,78,8
44077,EMPANADA,149,8
32141,EMPARTED,78,8
46355,EMPEACH,96,7
23218,EMPERCE,32,7
22267,EMPIRIC,96,7
54377,EMPLANE,79,7
3139,EMPT,22,4
37815,EMPT,27,4
56763,EMPT,22,4
29963,EMPTIER,78,7
9289,EMPTION,41,7
60158,EMPTS,36,5
37329,EMPTY,40,5
118,EMS,25,3
48701,EMS,19,3
3197,EMU,18,3
3381,EMU,24,3
8665,EMU,28,3
11852,EMU,22,3
12727,EMU,24,3
15195,EMU,20,3
30440,EMU,22,3
30583,EMU,7,3
40689,EMU,33,3
46797,EMU,17,3
54133,EMU,27,3
58781,EMU,5,3
58972,EMU,15,3
59802,EMU,20,3
42799,EMULATES,83,8
11577,EMULATOR,72,8
7878,EMULGE,30,6
53665,EMULGE,24,6
7895,EMULGENCE,42,9
22465,EMYDE,32,5
4313,EMYS,33,4
5919,EN,15,2
6040,EN,11,2
11666,EN,9,2
18302,EN,25,2
23095,EN,20,2
25015,EN,22,2
26206,EN,19,2
35665,EN,16,2
41987,EN,4,2
46827,EN,16,2
47532,EN,14,2
47678,EN,3,2
48509,EN,23,2
56093,EN,23,2
52880,ENABLING,62,8
39924,ENACTING,80,8
6460,ENACTIVE,39,8
21407,ENACTIVE,73,8
3308,ENACTOR,87,7
56133,ENACTORS,73,8
25169,ENACTORY,76,8
8089,ENAMINE,69,7
20517,ENAMINES,80,8
3563,ENAMORED,176,8
33951,ENAMORED,82,8
60243,ENARGITE,83,8
48798,ENARMING,78,8
8163,ENATE,22,5
25553,ENATE,21,5
33768,ENATE,20,5
48884,ENCAENIA,70,8
14042,ENCAGES,90,7
17141,ENCALM,26,6
50582,ENCALMED,64,8
31053,ENCARPUS,70,8
46810,ENCAVE,41,6
46817,ENCAVED,23,7
8845,ENCEINTE,122,8
19734,ENCEINTE,90,8
11665,ENCHORIC,92,8
48384,ENCIERRO,61,8
4750,ENCINA,16,6
56625,ENCINA,39,6
51230,ENCLASP,76,7
21709,ENCLASPS,97,8
5862,ENCLOSE,67,7
14900,ENCLOSE,82,7
1282,ENCODE,41,6
39955,ENCOLOUR,77,8
571,ENCORE,33,6
37440,ENCRADLE,62,8
9790,END,16,3
18352,END,22,3
35787,END,26,3
40500,END,8,3
44495,ENDBRAIN,86,8
19904,ENDCAP,24,6
12433,ENDEARS,70,7
24905,ENDEARS,66,7
25434,ENDEARS,66,7
50126,ENDEARS,70,7
57841,ENDEARS,76,7
16195,ENDEMIC,29,7
52795,ENDERMIC,65,8
30245,ENDERON,90,7
2217,ENDERONS,83,8
44136,ENDERONS,70,8
18123,ENDEW,38,5
4314,ENDIRON,32,7
39989,ENDIRON,32,7
59156,ENDIRON,81,7
58956,ENDIRONS,131,8
38412,ENDITES,73,7
44386,ENDITES,98,7
40578,ENDLEAFS,66,8
25054,ENDOCARP,76,8
27108,ENDOCARP,98,8
58920,ENDODERM,86,8
53241,ENDORSE,88,7
21199,ENDORSEE,63,8
18652,ENDOSARC,76,8
5881,ENDOSTEA,64,8
22165,ENDOSTEA,131,8
15704,ENDOW,32,5
16098,ENDOW,30,5
18399,ENDOW,28,5
32690,ENDOW,26,5
16910,ENDPLATE,76,8
25773,ENDPLATE,74,8
55844,ENDPOINT,80,8
56568,ENDRIN,21,6
39216,ENDRINS,87,7
51030,ENDS,24,4
33613,ENDSHIP,107,7
57506,ENDSHIP,89,7
23654,ENDUED,29,6
30003,ENDUING,16,7
57175,ENDURER,69,7
40862,ENDZONES,86,8
6309,ENE,16,3
7631,ENE,20,3
11182,ENE,12,3
25810,ENE,22,3
42698,ENE,13,3
50045,ENE,17,3
55133,ENEMA,35,5
56519,ENEMA,18,5
9071,ENEMY,39,5
21650,ENEMY,33,5
57836,ENEMY,20,5
17125,ENERGID,67,7
4091,ENERVE,27,6
12798,ENERVES,81,7
23873,ENERVING,77,8
4735,ENEW,27,4
28846,ENEW,39,4
35776,ENEW,22,4
45894,ENEW,49,4
53920,ENEW,33,4
49168,ENFACE,30,6
5017,ENFEVER,51,7
18080,ENFILED,66,7
41919,ENFIRE,25,6
38771,ENFIRED,38,7
674,ENFIX,45,5
2758,ENFIX,17,5
59823,ENFIX,44,5
24024,ENFIXES,111,7
36709,ENFORCE,88,7
27111,ENFORCER,92,8
36989,ENFORCER,92,8
54178,ENFRAMES,101,8
40683,ENFREE,39,6
52303,ENFREE,27,6
3730,ENG,14,3
11647,ENG,23,3
22308,ENG,18,3
23903,ENG,16,3
41166,ENG,25,3
46180,ENG,38,3
51384,ENGAGER,36,7
21687,ENGAGERS,66,8
770,ENGAGES,77,7
14608,ENGAOL,16,6
55920,ENGINEER,64,8
21569,ENGIRD,37,6
14831,ENGIRDED,72,8
25226,ENGIRDED,79,8
35482,ENGIRDED,78,8
32150,ENGIRDLE,77,8
50675,ENGORE,28,6
19580,ENGORED,30,7
43920,ENGORED,27,7
5293,ENGRAFT,30,7
52509,ENGRAFT,68,7
16225,ENGRAIL,82,7
41603,ENGRAIL,74,7
56368,ENGRAIL,72,7
9581,ENGRIEVE,86,8
20610,ENGS,17,4
26061,ENGS,40,4
56639,ENGUARDS,80,8
38582,ENGULFED,76,8
22677,ENHALO,47,6
26354,ENHALOED,71,8
11056,ENHANCE,75,7
42930,ENIGMA,35,6
47290,ENIGMA,35,6
48535,ENIGMA,30,6
6504,ENIGMAS,73,7
55732,ENISLING,70,8
54743,ENJAMBS,36,7
20039,ENJOY,48,5
31361,ENJOY,31,5
42363,ENJOY,17,5
57365,ENJOYS,72,6
36887,ENLACED,87,7
55065,ENLACED,66,7
27715,ENLARD,18,6
29924,ENLARDED,140,8
42871,ENLARGE,70,7
37004,ENLARGEN,70,8
60302,ENLARGER,77,8
12802,ENLEVE,22,6
16917,ENLEVE,26,6
29124,ENLINK,30,6
9548,ENLIVEN,70,7
15488,ENLIVEN,80,7
19798,ENLUMINE,61,8
37917,ENMESHES,84,8
1257,ENMEW,36,5
9563,ENMEW,33,5
30509,ENMEW,30,5
50192,ENMEWED,75,7
14576,ENMITIES,83,8
11522,ENNEAD,24,6
19217,ENNEADIC,94,8
22095,ENNEADIC,78,8
24983,ENNEAGON,86,8
21486,ENNOBLE,67,7
34528,ENNOBLED,64,8
30431,ENNOBLER,74,8
2615,ENNUI,21,5
5534,ENNUI,13,5
48161,ENNUI,18,5
58100,ENNUI,12,5
52498,ENNUIED,14,7
58660,ENOKI,27,5
29971,ENOL,16,4
37762,ENOL,24,4
19496,ENOLASES,68,8
50129,ENOMOTY,32,7
11002,ENORM,32,5
11571,ENOUGH,37,6
49026,ENOUNCE,20,7
10861,ENOUNCES,59,8
14354,ENOW,33,4
21205,ENOW,38,4
31389,ENOW,31,4
35577,ENOW,18,4
46728,ENOW,23,4
32777,ENOWS,48,5
55228,ENPRINTS,67,8
13237,ENQUIRED,107,8
35264,ENQUIRER,67,8
8386,ENQUIRY,100,7
20470,ENRAGED,94,7
12545,ENRAGES,70,7
29209,ENRANGE,83,7
19009,ENRANGES,72,8
45471,ENRHEUMS,102,8
39590,ENRICHED,82,8
48003,ENRIDGED,76,8
15734,ENRINGED,62,8
19255,ENROBERS,74,8
22276,ENROBES,83,7
29537,ENROLL,7,6
4930,ENROLLER,75,8
51248,ENROOTED,60,8
30329,ENROOTS,79,7
53633,ENROOTS,68,7
23953,ENROUNDS,86,8
8654,ENS,18,3
48226,ENS,28,3
59614,ENS,18,3
48778,ENSEALED,83,8
41521,ENSEARED,72,8
12401,ENSEW,36,5
5882,ENSHELL,40,7
29566,ENSLAVER,76,8
617,ENSNARE,74,7
19099,ENSNARER,66,8
26783,ENSNARL,68,7
29218,ENSNARLS,62,8
513,ENSORCEL,74,8
35538,ENSOULED,70,8
38627,ENSTYLED,86,8
4686,ENSUITE,81,7
37959,ENTAILER,70,8
57315,ENTAILER,69,8
39517,ENTAME,42,6
17332,ENTAMES,72,7
55309,ENTANGLE,63,8
61,ENTASIA,69,7
13219,ENTASIA,74,7
14893,ENTASIA,86,7
59787,ENTASIA,71,7
57562,ENTAYLE,66,7
31146,ENTENTES,60,8
11715,ENTERATE,60,8
1802,ENTERED,82,7
34331,ENTERERS,74,8
57890,ENTERIC,10,7
41275,ENTERING,70,8
57947,ENTERING,80,8
56227,ENTERINGS,82,9
53315,ENTHRONE,76,8
13990,ENTHUSED,95,8
59578,ENTICER,71,7
50645,ENTITIES,70,8
44256,ENTITLED,74,8
21164,ENTITLES,70,8
33782,ENTITLES,77,8
23879,ENTITY,39,6
49982,ENTODERM,74,8
55941,ENTODERM,82,8
32530,ENTOIL,18,6
47221,ENTOIL,14,6
54080,ENTOILS,84,7
49889,ENTOMB,43,6
12961,ENTOMBS,79,7
16550,ENTOPIC,67,7
13201,ENTOZOA,112,7
16332,ENTOZOA,104,7
862,ENTOZOAL,82,8
29656,ENTOZOAL,68,8
50196,ENTRAIL,65,7
5016,ENTRAINS,68,8
59758,ENTRALL,69,7
3971,ENTRANCES,33,9
7525,ENTRAP,22,6
120,ENTREATS,66,8
17773,ENTREATY,76,8
50460,ENTREMES,74,8
21683,ENTRESOL,82,8
533,ENTREZ,50,6
15413,ENTREZ,48,6
17435,ENTREZ,70,6
57370,ENTREZ,75,6
12151,ENTRISM,86,7
40783,ENTRISMS,74,8
1213,ENTROLD,71,7
4422,ENTROLD,75,7
15964,ENTROLD,66,7
19659,ENTROLD,65,7
33841,ENTS,15,4
44852,ENTWINE,24,7
2362,ENUF,32,4
11491,ENUF,28,4
24738,ENUF,27,4
27381,ENUF,28,4
29828,ENUF,18,4
31672,ENUF,33,4
39865,ENUF,22,4
41445,ENUF,21,4
41648,ENUF,30,4
56631,ENURE,22,5
18391,ENURING,72,7
3546,ENURN,36,5
18656,ENVAULT,42,7
43228,ENVEIGLED,45,9
16384,ENVIED,20,6
3991,ENVIER,30,6
25835,ENVIRONED,66,9
35902,ENVIROS,88,7
36694,ENVISION,72,8
57426,ENVOI,27,5
12447,ENVOIS,24,6
4056,ENVOY,36,5
8046,ENVOY,31,5
21520,ENVOY,35,5
47148,ENVOY,30,5
55289,ENVOYS,35,6
4721,ENVY,20,4
5199,ENVY,20,4
15991,ENVY,34,4
21370,ENVY,42,4
24173,ENVY,37,4
43652,ENVY,22,4
45709,ENVY,30,4
51203,ENVY,29,4
59878,ENVY,51,4
19096,ENWALLOW,102,8
9705,ENWALLS,75,7
6133,ENWOMB,26,6
59122,ENWOMBED,70,8
54882,ENWOMBS,73,7
7794,ENWREATH,83,8
31412,ENWREATH,95,8
31414,ENWREATHE,14,9
16585,ENZIAN,45,6
48951,ENZONES,83,7
7117,ENZONING,68,8
21572,ENZYM,38,5
49753,ENZYM,38,5
18209,ENZYMIC,23,7
6123,EOAN,28,4
14143,EOAN,21,4
14676,EOAN,8,4
17600,EOAN,22,4
21272,EOAN,23,4
27338,EOAN,12,4
28570,EOAN,18,4
41051,EOAN,14,4
42109,EOAN,27,4
42262,EOAN,23,4
49859,EOAN,22,4
55544,EOAN,24,4
58109,EOAN,23,4
58435,EOAN,13,4
51526,EOBIONT,18,7
821,EOLIAN,21,6
8010,EOLIAN,22,6
41887,EOLIAN,27,6
58334,EOLITH,26,6
123,EON,20,3
21049,EON,29,3
24903,EON,20,3
51899,EON,23,3
52317,EON,27,3
5488,EONIAN,24,6
16711,EONIAN,14,6
22226,EONIAN,28,6
47984,EONIAN,24,6
54640,EONS,18,4
49564,EORL,12,4
47663,EOSINES,70,7
1730,EOSINIC,77,7
28041,EPACRID,85,7
23509,EPAGOGE,71,7
58911,EPAGOGE,62,7
52797,EPATANT,26,7
8909,EPATERS,83,7
7009,EPEE,21,4
7243,EPEE,19,4
9127,EPEE,28,4
21366,EPEE,12,4
25787,EPEE,30,4
30669,EPEE,16,4
33251,EPEE,14,4
40535,EPEE,23,4
49292,EPEE,28,4
51242,EPEE,6,4
39050,EPEIRAS,70,7
58605,EPEIRIC,26,7
9356,EPERDUE,22,7
17689,EPERGNES,72,8
30988,EPHA,37,4
43796,EPHA,33,4
4185,EPHAH,39,5
29307,EPHAH,48,5
6198,EPHEBOI,77,7
26614,EPHEBOI,43,7
59985,EPHEBOI,79,7
22291,EPHELIS,78,7
48525,EPHORATE,73,8
31019,EPHORI,16,6
26005,EPHORS,47,6
39161,EPIBLAST,95,8
23482,EPIC,29,4
37884,EPICIERS,76,8
45517,EPICS,20,5
53592,EPICS,18,5
13751,EPICURE,68,7
16648,EPICURE,22,7
60394,EPIDERM,74,7
59321,EPIDOTE,20,7
53764,EPIFAUNA,76,8
11744,EPIGAEAL,60,8
41026,EPIGEAN,30,7
35104,EPIGEIC,39,7
49239,EPIGENIC,89,8
10566,EPIGEOUS,70,8
55464,EPIGONI,22,7
7308,EPILATES,90,8
19962,EPILATOR,61,8
38546,EPILOG,32,6
46958,EPILOG,34,6
10954,EPILOGS,73,7
16608,EPIMER,60,6
23188,EPIMER,39,6
2743,EPINAOI,68,7
31249,EPINAOI,74,7
33789,EPINAOI,20,7
59925,EPINAOI,36,7
53135,EPINAOS,92,7
29805,EPISCIAS,70,8
5404,EPITHECAE,114,9
47771,EPITHET,32,7
33179,EPITOME,44,7
15457,EPITOPE,33,7
11026,EPIZOA,64,6
40188,EPIZOA,18,6
45141,EPIZOA,46,6
42595,EPODE,35,5
53371,EPODIC,22,6
28235,EPOXY,42,5
10186,EPUISEE,71,7
21821,EPULARY,85,7
24044,EPULOTIC,89,8
20234,EQUAL,72,5
29891,EQUAL,28,5
30281,EQUAL,20,5
52221,EQUAL,71,5
52301,EQUAL,16,5
55295,EQUAL,42,5
2157,EQUALED,76,7
44135,EQUALED,34,7
37664,EQUALI,34,6
39666,EQUALI,45,6
43395,EQUALI,34,6
51154,EQUALI,48,6
5015,EQUALITY,94,8
25598,EQUANT,30,6
4183,EQUATE,51,6
7918,EQUATE,32,6
18158,EQUATE,50,6
18750,EQUATE,70,6
19194,EQUATE,32,6
28313,EQUATE,40,6
40126,EQUATE,37,6
49433,EQUATE,45,6
47841,EQUATED,54,7
36840,EQUATING,77,8
14852,EQUATION,123,8
43066,EQUATION,61,8
29999,EQUATORS,84,8
10002,EQUES,36,5
16316,EQUES,28,5
16348,EQUES,44,5
25318,EQUES,42,5
45332,EQUES,61,5
48594,EQUES,46,5
22262,EQUID,34,5
25599,EQUID,38,5
43616,EQUINE,48,6
2196,EQUINELY,90,8
21793,EQUINIA,18,7
22386,EQUINIA,97,7
30923,EQUINIA,38,7
10359,EQUIP,44,5
18933,EQUIP,30,5
25701,EQUIP,48,5
40515,EQUIP,48,5
46035,EQUIP,38,5
51609,EQUIP,78,5
53348,EQUIP,51,5
2382,EQUIPE,28,6
15257,EQUIPE,19,6
55338,EQUIPE,78,6
57477,EQUIPE,54,6
24049,EQUISETA,104,8
18753,EQUITANT,68,8
35986,EQUITY,44,6
3066,ER,18,2
5679,ER,6,2
16481,ER,8,2
30182,ER,15,2
37246,ER,16,2
51969,ER,11,2
53186,ER,22,2
53946,ER,17,2
55486,ER,8,2
58317,ER,8,2
59420,ER,12,2
60264,ER,13,2
26432,ERA,14,3
31863,ERADIATE,76,8
49307,ERADIATE,76,8
35740,ERASE,29,5
753,ERASION,75,7
26800,ERASION,72,7
53201,ERASION,76,7
4105,ERASIONS,68,8
20292,ERASURE,71,7
59768,ERBIUMS,86,7
938,ERE,18,3
14606,ERE,10,3
15532,ERE,26,3
19663,ERE,24,3
24264,ERE,30,3
43351,ERE,13,3
43642,ERE,11,3
46155,ERE,6,3
60059,ERE,14,3
59622,ERECTING,66,8
24606,ERECTORS,86,8
51568,ERECTS,46,6
24084,ERED,21,4
26363,ERED,19,4
55885,ERED,36,4
24747,ERELONG,63,7
37545,EREMIC,12,6
26326,EREMITAL,86,8
52205,EREMITES,89,8
41877,EREPSIN,86,7
48279,ERES,17,4
29952,EREV,33,4
38109,EREV,16,4
41504,EREV,16,4
46895,EREV,28,4
51949,EREV,22,4
40410,ERF,24,3
8048,ERG,31,3
24580,ERG,12,3
39334,ERG,22,3
54889,ERGATES,82,7
5983,ERGATIVE,78,8
26290,ERGATOID,86,8
51494,ERGATOID,70,8
47759,ERGO,39,4
52930,ERGO,18,4
31666,ERGON,18,5
32171,ERGOS,32,5
3165,ERGOTIC,82,7
28550,ERGOTIC,67,7
40382,ERGOTIC,75,7
21001,ERGS,30,4
34052,ERGS,70,4
49208,ERGS,57,4
7320,ERHU,32,4
49798,ERHU,35,4
51938,ERHU,26,4
53862,ERHU,30,4
19437,ERIACH,30,6
27713,ERIC,23,4
52192,ERIC,19,4
11016,ERICOID,22,7
5229,ERICS,44,5
26946,ERIGERON,82,8
21352,ERING,20,5
6391,ERINGO,16,6
4457,ERINGOES,83,8
51663,ERINGOES,131,8
32780,ERINITE,70,7
22840,ERIONITE,77,8
30054,ERIONITE,78,8
34803,ERIONITE,62,8
40856,ERIONITE,74,8
42190,ERIONITE,59,8
51863,ERISTIC,72,7
54185,ERISTIC,36,7
57047,ERISTICS,80,8
21512,ERK,14,3
32747,ERK,34,3
37723,ERK,17,3
24694,ERKS,29,4
14647,ERM,18,3
52718,ERM,7,3
58962,ERMELINS,83,8
4305,ERMINE,35,6
5824,ERN,13,3
26694,ERN,28,3
49877,ERN,16,3
53485,ERN,14,3
31130,ERNE,24,4
32204,ERODE,24,5
43118,ERODENT,82,7
31874,ERODIBLE,76,8
21784,ERODING,41,7
47567,ERODIUM,26,7
52610,EROSION,81,7
58173,EROTEMA,72,7
47985,EROTESES,77,8
5042,EROTESIS,75,8
30859,EROTICA,73,7
12797,EROTICAL,76,8
48837,EROTICAS,61,8
59526,EROTICAS,90,8
6236,EROTISE,77,7
14320,EROTISE,79,7
24395,EROTISE,69,7
32329,EROTISE,78,7
42637,EROTISE,74,7
38869,EROTISING,96,9
31431,EROTIZE,132,7
40726,EROTIZED,70,8
5877,ERR,3,3
24977,ERR,12,3
29271,ERR,6,3
36579,ERR,3,3
46723,ERR,6,3
54460,ERR,15,3
55206,ERR,3,3
20763,ERRAND,29,6
26658,ERRANDS,79,7
41455,ERRANDS,81,7
28912,ERRANT,37,6
42902,ERRANTRY,78,8
22804,ERRANTS,75,7
38670,ERRATAS,71,7
25452,ERRATIC,43,7
60448,ERRATICS,73,8
5492,ERRORS,14,6
1781,ERS,23,3
57860,ERS,21,3
44839,ERSATZ,81,6
56916,ERST,30,4
53822,ERUCT,20,5
16445,ERUDITE,68,7
23628,ERUDITE,74,7
5441,ERUDITES,61,8
33999,ERUGO,15,5
36539,ERUPT,24,5
16358,ERUV,31,4
31612,ERUV,18,4
36975,ERUV,27,4
48661,ERUV,33,4
54247,ERUV,33,4
55528,ERUV,16,4
43534,ERUVIM,41,6
243,ERUVIN,30,6
46926,ERUVIN,20,6
40524,ERUVS,45,5
16047,ERVIL,26,5
25136,ERYNGO,44,6
5700,ES,28,2
10892,ES,37,2
12891,ES,18,2
25740,ES,22,2
27807,ES,46,2
29017,ES,15,2
30631,ES,50,2
45347,ES,24,2
47414,ES,16,2
52523,ES,18,2
2098,ESCALIER,80,8
53932,ESCALOP,95,7
27731,ESCAPED,89,7
51635,ESCHALOT,104,8
26217,ESCOT,32,5
18801,ESCROLL,64,7
4227,ESCUAGES,61,8
59931,ESCUDO,40,6
2770,ESERINE,78,7
2952,ESERINE,72,7
18105,ESERINE,72,7
29715,ESERINE,70,7
43278,ESERINE,70,7
45540,ESILE,26,5
30148,ESKAR,38,5
56724,ESLOINED,80,8
22699,ESLOINS,75,7
36870,ESLOYNE,75,7
59715,ESLOYNED,94,8
3244,ESNECY,30,6
908,ESOPHAGI,98,8
57369,ESPARTO,72,7
4678,ESPIER,33,6
26722,ESPOIR,15,6
18482,ESPY,50,4
39646,ESPY,39,4
54847,ESPY,37,4
33953,ESQUIRE,96,7
5007,ESS,21,3
24132,ESS,16,3
29458,ESS,42,3
36026,ESS,27,3
40967,ESSAYED,92,7
50031,ESSIVE,45,6
53872,EST,33,3
5702,ESTANCIA,82,8
52807,ESTANCIA,76,8
3785,ESTEEMS,62,7
12145,ESTHESIA,86,8
21500,ESTIVAL,83,7
31152,ESTIVAL,95,7
16321,ESTOC,41,5
36334,ESTOC,32,5
2513,ESTOP,34,5
16430,ESTOVER,42,7
37461,ESTRADES,86,8
44988,ESTRADES,83,8
50048,ESTRAGON,76,8
58494,ESTRAGON,80,8
60530,ESTRAL,24,6
10742,ESTRANGE,80,8
50179,ESTREAT,32,7
15453,ESTRIOL,77,7
27451,ESTRIOL,71,7
49974,ESTRIOL,64,7
57188,ESTRIOL,93,7
30461,ESTRIOLS,66,8
34583,ESTROGEN,68,8
39820,ESTROGEN,77,8
32401,ESTRONE,64,7
34598,ESTRONE,77,7
51353,ESTRONE,86,7
12374,ESTRUAL,86,7
29459,ESTRUM,18,6
27758,ESTUARIAN,73,9
3264,ET,17,2
5230,ET,17,2
6914,ET,14,2
12503,ET,8,2
15129,ET,4,2
15833,ET,15,2
17439,ET,5,2
20298,ET,19,2
21961,ET,18,2
28105,ET,19,2
29320,ET,12,2
30626,ET,4,2
32313,ET,13,2
33484,ET,12,2
41377,ET,11,2
44830,ET,9,2
52667,ET,10,2
9505,ETA,21,3
31617,ETA,19,3
35394,ETA,5,3
38827,ETA,7,3
52157,ETA,19,3
16973,ETACISMS,95,8
22321,ETACISMS,176,8
2250,ETAERIO,63,7
6899,ETAERIO,68,7
12020,ETAERIO,26,7
14161,ETAERIO,74,7
16998,ETAERIO,68,7
19724,ETAERIO,74,7
44395,ETAERIO,15,7
7190,ETAERIOS,68,8
14594,ETAGE,33,5
50586,ETAGE,22,5
50688,ETAGE,21,5
36687,ETALAGE,85,7
20209,ETALAGES,72,8
39023,ETALAGES,77,8
18663,ETALONS,80,7
36672,ETAMINE,87,7
42887,ETAMINES,70,8
5941,ETAPE,37,5
7979,ETAPE,32,5
14862,ETAS,24,4
50895,ETAT,12,4
57174,ETAT,36,4
59893,ETAT,30,4
37127,ETATS,31,5
18937,ETCH,28,4
3606,ETEN,19,4
13035,ETEN,20,4
13503,ETEN,23,4
35459,ETEN,14,4
58668,ETEN,28,4
26470,ETERNAL,96,7
36341,ETERNE,28,6
57224,ETERNE,23,6
7126,ETERNITY,72,8
13581,ETERNITY,74,8
298,ETESIAN,79,7
22138,ETESIAN,73,7
30427,ETESIAN,65,7
36371,ETESIAN,75,7
39846,ETESIAN,75,7
45023,ETESIAN,64,7
11004,ETESIANS,66,8
9062,ETH,31,3
36309,ETH,26,3
50349,ETH,29,3
50673,ETH,26,3
53824,ETH,13,3
46301,ETHAL,47,5
34051,ETHANE,41,6
5443,ETHANES,89,7
7186,ETHANES,87,7
19162,ETHANES,64,7
38595,ETHANES,87,7
7408,ETHANOL,72,7
36012,ETHANOL,32,7
32406,ETHANOLS,158,8
10014,ETHE,34,4
25747,ETHE,27,4
12238,ETHERION,76,8
57481,ETHICIAN,65,8
